4.372104936732605918e-01,1.068079743897841105e+00,1.266226708693219738e+00,1.586571581967582967e+00,6.718194816308264983e-01,1.194762472292253408e+00,7.850373955142451177e-01,7.619624595428263758e-01,7.485575370748308588e-01,8.505219188650311457e-01,7.860137036730473481e-01,6.186026457307259863e-01,7.092664099315775239e-01,2.979963616954242500e+00,5.581838054918297765e-01,6.314838009530862051e-01,7.515046656884649678e-01,7.464521963885529798e-01,6.889639061999507375e-01,6.094400060959158649e-01,7.610499843994792402e-01,1.235822397954971175e+00,1.025186863496696965e+00,7.689868083471527171e-01,8.135922904659355082e-01,1.084901620730530203e+00,9.430742596838079805e-01,6.501581939191513060e-01,1.119885094720471264e+00,1.241088683572782791e+00,8.396287580599526290e-01,1.227883260307304436e+00,9.246486994031403173e-01,9.726232719325196285e-01,4.693381290447137921e+00,6.267358693470028719e-01,9.050191982345681119e-01,1.228469634593585713e+00,1.243946614329857647e+00,1.050470226037573562e+00,7.641485439855825179e-01,8.554565439762392698e-01,5.394654264126566012e-01,8.061412993218701750e-01,6.757217124118416463e-01,7.215592330454010384e-01,8.307953498231657186e-01,7.526449190338223572e-01,7.493062140703677931e-01,7.049188519149898191e-01,1.149973552879843597e+00,8.108520936187602057e-01,9.656391439182437919e-01,1.003050216354672841e+00,9.910499597583537490e-01,1.199469912594134380e+00,9.320182131379478596e-01,9.031181912873339490e-01,9.900560161745900478e-01,1.273203800656938389e+00,9.052820177324520934e-01,9.844245154227944106e-01,9.719315033794448944e-01,7.645442806378927036e-01,1.035543290210269252e+00,9.425088160779174773e-01,8.902316920155306512e-01,1.279320675971927779e+00,8.791678303069403455e-01,9.124174809249209206e-01
6.647237643040689870e-01,3.733549469007437227e-01,7.377388593284183171e-01,9.933089436276063555e-01,6.965903296347396578e-01,5.542368324983730776e-01,6.373107515149487590e-01,7.862087283152774386e-01,6.126031039845716286e-01,5.876521706082457053e-01,6.003358518193280258e-01,5.992019915047364087e-01,6.997023822252333991e-01,1.077065499173921248e+00,6.704718982351002277e-01,7.592575419549226767e-01,6.790808139593350612e-01,8.140310168627972187e-01,6.203754736415786342e-01,6.082711538034337728e-01,6.918400627596678065e-01,8.931255093122565381e-01,7.453228680849868226e-01,6.441920086555439351e-01,8.919165318976037815e-01,7.582270824492176597e-01,8.908697661203560658e-01,7.361181821525781821e-01,1.058854711712459595e+00,7.376564109026406690e-01,9.271151909134275337e-01,1.029097764693784223e+00,6.590807667762192956e-01,7.789966315198263436e-01,9.399870368195021308e-01,8.406047369141347314e-01,8.456188151983006218e-01,6.441575509184699344e-01,1.195429968338568516e+00,1.033982774063174181e+00,6.950925195734385387e-01,7.488207350134573614e-01,7.505350561559008815e-01,6.888073089933115511e-01,7.351870749944701133e-01,7.571559070154414428e-01,6.603328023807569780e-01,6.341156377915836417e-01,7.317181996490131901e-01,5.655617318220410583e-01,7.715060666069658568e-01,6.095876310473713477e-01,9.341788320335056017e-01,7.498048011779655520e-01,9.456561835088849177e-01,7.410709549400125162e-01,8.454582621642454665e-01,7.951455286970343650e-01,8.775685309255064626e-01,1.077422818497902890e+00,7.921193912611720345e-01,8.233425200175946701e-01,6.710257547783023968e-01,7.307169228797697480e-01,6.795908409656482574e-01,7.165872965811356243e-01,8.462917561586871251e-01,6.922079238190069761e-01,7.555358782181991195e-01,8.149232915465780547e-01
1.065024658305072425e+00,8.863535733289448215e-01,4.596059703027479681e-01,1.643144872577481319e+00,8.125326377257827692e-01,7.734147801061778127e-01,1.015175704704636805e+00,9.623922716977013625e-01,9.374327544511789068e-01,2.156885387230118578e+00,9.508361046705345876e-01,9.172003538606429141e-01,9.332298835498545886e-01,1.161670638052388460e+00,1.112019428236753704e+00,1.238245549903513210e+00,1.153977506844250378e+00,1.311954566269654343e+00,9.940072221616195192e-01,8.164765524594144175e-01,1.133003003892737670e+00,1.214316874043895433e+00,1.147098232098544113e+00,1.026434159251667255e+00,1.618428447462349373e+00,1.789829834328258373e+00,1.439740801222983313e+00,1.079603779556636223e+00,1.764263076905117966e+00,1.285227233668484681e+00,1.073998568381281160e+00,9.968728633423918906e-01,1.023625748827915904e+00,9.489843586434170142e-01,1.097728015196304918e+00,1.246591567505774600e+00,9.761627799962157015e-01,9.324984360227102087e-01,1.146049581058010025e+00,9.145274634855262708e-01,1.123445941072791499e+00,1.050504943006006053e+00,1.148575526419651105e+00,1.055398462910033475e+00,9.828152697171503860e-01,9.804850210199643756e-01,1.039290559021109672e+00,1.048199112865811689e+00,9.658010703364923177e-01,9.703519095445890530e-01,9.578361620137644250e-01,7.928923363174498196e-01,9.132963710580340733e-01,1.014391287319334589e+00,8.947520186814543752e-01,9.289003440222998176e-01,8.904375736025872401e-01,8.886003790810910186e-01,9.450856544706115470e-01,1.191873282079163765e+00,1.108418209598543314e+00,1.050287643049637287e+00,1.038706949903520416e+00,8.705531312454904969e-01,9.207600929212994556e-01,8.265286686765294100e-01,9.686143093853026853e-01,8.397277198880401805e-01,9.414070228759492398e-01,9.005734670502331118e-01
5.059549238118367098e-01,4.001051760276683189e-01,7.320711857353375818e-01,1.820363660411011830e-01,3.668034330351753192e-01,3.480068916584154737e-01,3.500784522473316951e-01,3.140927478179275090e-01,3.745625344472260365e-01,4.488886473053286807e-01,3.521163070599300227e-01,3.426487833446328901e-01,3.908343083890319369e-01,3.102890038014008423e-01,3.609404424964964275e-01,3.699430574785061987e-01,5.113643626038751888e-01,3.781560013447089474e-01,2.670161395991123010e-01,2.756598378250681991e-01,4.016331013942175954e-01,3.711248580390824614e-01,4.599715461546249884e-01,4.338263836310375376e-01,4.115653144946258002e-01,5.273880979344544029e-01,5.665695698495051280e-01,5.021609320323551229e-01,5.803050421138561399e-01,5.101404185684823567e-01,4.148352426844750251e-01,5.135298438805731003e-01,3.686746604098676272e-01,4.081719155501444263e-01,3.952388640962409827e-01,4.146342881781333034e-01,3.767046660911246847e-01,4.512224294078930331e-01,6.604600442198834687e-01,4.341111060082340489e-01,3.777907645177204787e-01,3.688552236356713032e-01,2.848005473321789660e-01,3.134986497202274514e-01,3.247075549022102603e-01,3.983675403481292121e-01,3.999287816206860691e-01,3.420724652391033960e-01,2.713525129327595820e-01,3.859484133800938910e-01,3.942663978079288811e-01,3.706341500984760007e-01,4.634050005635465541e-01,4.316316829751604689e-01,6.216840679419827209e-01,4.382702465736751929e-01,4.979002767959003761e-01,4.360811164644394222e-01,3.891367423251819724e-01,6.748085754344536058e-01,4.769789547353443515e-01,5.791025014718967912e-01,4.342876009709457086e-01,3.660088838962490820e-01,4.113671393739206650e-01,4.059702640105218863e-01,4.696133045385681992e-01,5.184905310875773665e-01,4.787583480254131718e-01,4.196718254981753882e-01
5.944802542710835302e-01,5.725681742783269579e-01,1.164191067999261309e+00,7.169715371390011915e-01,3.408457929305762080e-01,5.645253650572569226e-01,8.063593081932013407e-01,6.512194497506177404e-01,7.807983910722827714e-01,6.213391059379901327e-01,7.497942842377611772e-01,5.961575492307668034e-01,7.722616407740449107e-01,5.968797264166805228e-01,9.101335492754796253e-01,6.559099918261664941e-01,7.932533808352387750e-01,6.969313916811862297e-01,5.976562381747100305e-01,5.286442574761771596e-01,7.447197174876756254e-01,6.744344268643275297e-01,8.831186989237903573e-01,7.179993035626683895e-01,1.109981324894627530e+00,9.434432295974345406e-01,1.216139820669134286e+00,1.043216385317288220e+00,1.355019200131594159e+00,9.537550369643941206e-01,8.185463017851138945e-01,9.082802285852207280e-01,6.672947361284397028e-01,8.415426731515022185e-01,7.568729487350395191e-01,8.241458780447817878e-01,6.652425539390992570e-01,7.396680854624627655e-01,9.460008740628059742e-01,7.713541798855838572e-01,7.929674643359561070e-01,8.124786892018086570e-01,6.244525690077775693e-01,1.021479012476773196e+00,6.577082936582354655e-01,8.329945186829733617e-01,9.229519863610636810e-01,9.887901647199810462e-01,6.258525119231016509e-01,4.944262200616609260e-01,6.301084165900969758e-01,8.147785396683903114e-01,8.884096435921166046e-01,8.700488842881756169e-01,1.033611816780736214e+00,7.920457438875594391e-01,7.771906204971533727e-01,9.438551655399748386e-01,9.759394160131400486e-01,1.215315700755867923e+00,7.618023257574942919e-01,8.407290315189887009e-01,6.791508547263509499e-01,6.137460489301140854e-01,6.600348892185855521e-01,7.679608546964454829e-01,8.397285975922279544e-01,8.739365112981676287e-01,6.888793031711991643e-01,6.732536956027527220e-01
7.549483739414500905e-01,6.455563803911293919e-01,1.182233206455970187e+00,1.695347824704368511e+00,7.529732114659393183e-01,3.521040124717516040e-01,7.151985340103040878e-01,6.389439434525283623e-01,6.535605320025056342e-01,6.097187471501510636e-01,7.672764318174745135e-01,6.439783051516191348e-01,7.211771042732018078e-01,1.057224238712343833e+00,8.374735548797315188e-01,8.258248413894713202e-01,6.813224887909874461e-01,7.428651982229479422e-01,7.218017556410830649e-01,9.576938337465715767e-01,8.767243386688133855e-01,7.304340193567604445e-01,7.278886614689562551e-01,6.890875124603360602e-01,9.262121518560771927e-01,6.420262879358408226e-01,7.377721773252762238e-01,9.811469378524916296e-01,1.355255011878365723e+00,8.042682132577525511e-01,1.092169074225724179e+00,1.059604469507535729e+00,6.596337588558843779e-01,9.089578588940441239e-01,9.260118027438789534e-01,8.292150719986960405e-01,8.498989506841151398e-01,7.132336578645093184e-01,1.264717536381172458e+00,9.291345292150794410e-01,6.283237938813922563e-01,7.385855954879926299e-01,7.594146912956705187e-01,7.643663451510966933e-01,8.073232644951793269e-01,6.906805796952323329e-01,6.625964661922058019e-01,7.140833301715098225e-01,7.396810960180920658e-01,6.587694069264500296e-01,1.052924375965518689e+00,7.739506806737378453e-01,1.122172377165348900e+00,1.036834375044158429e+00,1.023665655336646330e+00,9.401561256675534661e-01,9.366203522704367179e-01,1.114346412438189216e+00,9.767709429532296372e-01,1.044036069590670968e+00,8.561113480851638702e-01,8.490611880303808867e-01,6.118188608929859829e-01,6.109328998352829831e-01,6.715458608468037882e-01,6.824810357747796985e-01,8.447471796839245428e-01,9.287843710586579649e-01,8.296350285707237981e-01,7.926717824587622419e-01
8.153230138432163709e-01,6.260186314336128044e-01,8.990344010432338440e-01,1.137446941042132620e+00,8.634729544746115870e-01,6.813070350489216498e-01,4.624541468035399672e-01,6.151774676557455468e-01,6.405693344393257327e-01,7.861262778026637532e-01,7.651244847798129856e-01,6.891308727090191821e-01,8.183520280910800970e-01,1.835725077437395214e+00,6.949320211391362134e-01,7.345888660364110478e-01,7.682952687030766281e-01,6.804311268496983089e-01,6.796984931599355795e-01,6.488414280577745608e-01,7.557571877962473428e-01,8.737694107072212502e-01,7.827506171691163139e-01,7.647146772148109006e-01,8.172635071725007361e-01,9.719844559801287254e-01,9.225126602884863303e-01,8.297807201670696076e-01,1.266688038794760773e+00,8.809749844794713125e-01,9.365149109666357496e-01,9.757910227580001150e-01,7.652797636675621185e-01,8.139786463266628358e-01,1.015239232375926726e+00,7.682676461013312474e-01,9.168319945825235129e-01,9.073518198741240548e-01,1.081467502713044704e+00,1.008729112541628004e+00,7.470357937465614828e-01,7.122534404323537238e-01,7.272731462127819402e-01,7.425812963724459648e-01,6.751421100728568492e-01,7.695563839293374508e-01,7.186613458937624044e-01,7.806371084508537672e-01,7.516006760202412762e-01,7.092687242093792532e-01,7.927214866772375190e-01,7.189769256037160661e-01,8.392999274225374506e-01,7.456781873397427818e-01,8.674324291228930894e-01,7.631420449028177844e-01,7.554418428241915784e-01,8.868521178184848308e-01,8.095966102241511919e-01,1.165706041872460963e+00,8.010950810394352750e-01,8.663447685604325210e-01,7.350580465193297108e-01,7.763593404596543790e-01,8.472493835719435706e-01,7.760417013811828912e-01,8.237165346207209193e-01,8.833075615786700752e-01,7.763157435457496147e-01,8.082319031767849493e-01
6.929894317181835017e-01,7.671439543268508965e-01,7.903561084668905279e-01,1.132190915069738901e+00,7.368156644733467875e-01,5.735338937473489773e-01,5.721936425938892734e-01,4.108053115767298369e-01,5.622547124834215149e-01,7.096323494714475988e-01,6.927807071441404174e-01,5.909648573433670116e-01,7.031406412098243353e-01,9.149530024637322345e-01,5.951221684429601755e-01,6.454449177692016537e-01,6.884102621693496404e-01,6.893948122504407472e-01,5.780568186712307099e-01,5.612897488639102539e-01,7.527169477204916914e-01,9.833458794791528623e-01,7.830662051031375137e-01,6.159325001327520255e-01,7.915369361012660754e-01,7.878482119897038949e-01,9.184955810363782946e-01,7.496576182363441365e-01,9.421420873904762239e-01,9.209777596112839193e-01,8.389313094302578433e-01,8.599874027331040338e-01,6.776272203360704793e-01,7.683211819629864880e-01,8.017864082273441495e-01,7.053058973776203944e-01,6.449672992105462965e-01,7.178412541909025002e-01,8.806038712841245397e-01,7.838323037500174451e-01,7.324871594727216939e-01,7.367174086157187718e-01,7.238110687957749478e-01,7.765450678378730265e-01,7.241599478240509091e-01,7.930614721618917118e-01,7.451992614956782779e-01,6.409160093409848047e-01,7.437032320786133299e-01,6.310219109093678780e-01,1.153164648092520617e+00,8.589878037193600102e-01,9.642651324657165457e-01,1.002946971028759515e+00,9.334654010472145380e-01,9.475385077733843309e-01,8.104099275196481322e-01,8.635661038130322265e-01,1.060128425209966530e+00,1.089981051044738303e+00,8.061193086376753358e-01,8.194327776393961482e-01,7.752033619415531485e-01,6.899764097716180045e-01,6.663675795612826747e-01,6.721560756395031921e-01,7.397309845457061828e-01,7.951383448469390158e-01,6.456891435588526518e-01,7.766793532751831153e-01
5.336678834034320751e-01,4.174411999759080616e-01,9.202145713918955527e-01,8.791521058714035775e-01,4.643138742170924149e-01,8.150021276038607043e-01,7.862913303170508961e-01,4.015311493155996891e-01,1.396729792624848698e-01,5.083436182142817561e-01,4.164401186517673881e-01,6.222233387370960100e-01,4.121015703422422627e-01,7.364594724037542006e-01,4.174294738317030906e-01,3.821603488760901279e-01,6.190805664474403613e-01,1.164270105556774570e+00,3.193720556312245051e-01,3.541637103544819642e-01,4.493452589785756346e-01,3.600252133145440125e-01,5.583553744437422806e-01,5.363647595260695455e-01,7.688966592367033615e-01,7.656013267460450855e-01,1.021260111863159015e+00,5.314891837691003706e-01,7.434968631727124633e-01,7.900938506724947130e-01,5.917909082220206285e-01,6.563829716938941461e-01,6.111401936714799810e-01,5.394464771148915760e-01,5.642873032363087127e-01,6.136621414812645225e-01,5.529358670682291699e-01,5.346510466148090002e-01,6.580212774775933138e-01,6.114449969955916275e-01,7.980902451076835602e-01,9.087854595659734525e-01,5.144358734364681274e-01,6.729047572430205681e-01,5.743396783575934750e-01,1.017424711020144201e+00,8.532141681563440994e-01,5.491275556608666841e-01,5.242182471357373919e-01,4.185890122616378606e-01,5.213179764159751040e-01,5.402504145332881480e-01,6.969242571982396939e-01,5.322972485489553263e-01,6.646801949915791541e-01,5.939001272301506207e-01,5.659481702224113953e-01,5.266138962350275232e-01,5.388540243248743922e-01,6.904855849173417992e-01,6.221091709914703394e-01,6.333204104225829134e-01,7.193124694476016323e-01,5.972529780731928861e-01,4.963001212281187846e-01,4.010382976826944557e+00,8.710705988953787449e-01,5.603440606329722629e-01,5.992104384501243386e-01,6.205750558765266156e-01
3.758035314052087239e-01,6.841029113299014197e-01,1.093174756984830909e+00,1.514190932854543981e+00,5.254191247789239405e-01,4.663081647170562727e-01,5.053755589987993790e-01,4.709408586463574298e-01,4.078017800398668902e-01,2.129609419141717808e-01,5.798417215324130902e-01,7.480978803456065362e-01,6.737585444398420664e-01,1.083519927425396157e+00,5.024784768851758843e-01,5.403238046286614749e-01,5.877317963979042936e-01,5.699378937664676403e-01,4.914360453539508011e-01,4.167923521906786166e-01,4.657189045913380232e-01,6.316304592046477762e-01,5.770124345704431557e-01,4.638303020172189761e-01,6.191061721397599360e-01,7.354359708553814823e-01,5.158491122740783696e-01,5.731582363167307959e-01,7.409927093432244760e-01,6.552606304402786019e-01,7.630910693326857785e-01,7.556356615488488693e-01,6.394286388951151423e-01,4.923490402673988964e-01,7.431433846629791340e-01,6.164650722973550323e-01,5.845937507297338520e-01,6.878550154839641051e-01,8.133680942869910835e-01,6.544113632511440182e-01,5.351981920637814971e-01,7.322124971391997805e-01,4.745095658270889749e-01,7.115607484213835043e-01,5.553321298256999050e-01,7.672593368039670736e-01,7.918206946785896205e-01,6.134252777585813554e-01,5.062075255688331943e-01,5.194117823198529660e-01,8.741211115994386160e-01,6.214770909120277409e-01,6.913706010380645806e-01,6.782731754818059899e-01,8.109175873735187112e-01,6.350728600864326001e-01,8.496964112378635470e-01,5.616414678247404479e-01,6.904404553876057893e-01,1.040844744393393695e+00,8.106820294702423713e-01,6.883582423337473166e-01,7.408873273782742297e-01,7.181202691969539309e-01,5.671786205773381440e-01,5.755623380150468593e-01,5.879904883666093873e-01,6.740428537259876007e-01,5.628167650505250252e-01,6.032402982198269425e-01
